Timestamp,Gender,Age,Race,Occupation,Do you agree that skincare is important?,Have you ever used any skin care products?,Skin Conditions,Preferred Type of Ingredients,How do you choose your products?,Do you use samples before buying skincare products?,How often do you buy skincare products?,How willing are you to try different skin care products?,Where do you purchase your skin care products?,Average monthly spending on skincare products,The list of ingredients on a product is hard to understand.,I want to gain knowledge of skincare regime in easy and understandable way.,Do you think that technology can improve your skincare routine?,Have you heard about AI (Artificial Intelligence)?,Do you want to have a skin scanning app that can customize skincare regime?,How excited  would you be to use the skin scanning application?,State
7/24/2022 9:53,Female,>35,Indian,Student,Yes,Yes,Brown Spots,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Mall,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
11/10/2022 20:46,Female,25-29,Indian,Student,Yes,Yes,Natural Skin,Oil-free,Brand,Yes,Very often,Not Willing,Online,> RM 300,Strongly Disagree,Yes,No,Yes,Yes,Extremely Excited,Kelantan
4/1/2022 15:00,Female,20-24,Indian,Manager,No,No,Combination Skin,Alcohol-free,Brand,No,Rarely,Willing,Online,> RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Sabah
10/16/2022 6:53,Male,30-35,Indian,Doctor,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Yes,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,Pulau Pinang
7/21/2022 0:34,Female,14-19,Indian,Teacher,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,Yes,Often,Willing,Online,RM 150 - RM 199,Neutral,No,Yes,Yes,Yes,Slightly Excited,W.P. Putrajaya
4/29/2022 9:16,Female,25-29,Indian,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Brand,No,Yes,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Negeri Sembilan
7/20/2022 20:30,Female,>35,Indian,Consultant,Yes,Yes,Combination Skin,Natural,Brand,Yes,Yes,Not Willing,Online,< RM 20,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Terengganu
9/29/2022 16:44,Female,30-35,Indian,Student,No,No,Combination Skin,Low pH,Relatives,Yes,Often,Willing,Mall,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Labuan
5/15/2022 6:44,Female,25-29,Javanese,Teacher,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Very often,Willing,Mall,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Kedah
8/24/2022 10:08,Female,25-29,Javanese,Manager,Yes,Yes,Combination Skin,Natural,Dermatologist,Yes,Sometimes,Not Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,Yes,No,Yes,Extremely Excited,Johor
9/13/2022 17:24,Female,25-29,Javanese,Student,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Disagree,No,Yes,Yes,Yes,Extremely Excited,Perlis
10/2/2022 2:49,Female,20-24,Javanese,Architect,No,Yes,Uneven Skin Tone,Natural,Brand,Yes,Very often,Willing,Mall,RM 50 - RM 99,Agree,Yes,No,Yes,Yes,Very Excited,Sabah
5/11/2022 16:35,Female,25-29,Malay,Teacher,Yes,No,Oily Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Pharmacy,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,W.P. Labuan
9/4/2022 20:30,Male,14-19,Malay,Own,Yes,No,Combination Skin,Low pH,Relatives,Yes,Yes,Willing,Mall,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Terengganu
8/5/2022 19:04,Female,20-24,Malay,Doctor,Yes,No,Uneven Skin Tone,Antioxidant,Salesperson,Yes,Often,Not Willing,Online,RM 20 - RM 49,Strongly Agree,No,No,Yes,Yes,Very Excited,Sabah
3/24/2022 16:36,Male,20-24,Malay,Designer,No,Yes,Uneven Skin Tone,Low pH,Relatives,Yes,Yes,Willing,Online,RM 20 - RM 49,Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Putrajaya
6/18/2022 10:02,Female,>35,Malay,Teacher,Yes,Yes,Brown Spots,Noncomedogenic,Brand,Yes,Never,Willing,Specialized Beauty Shops,> RM 300,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
11/11/2022 18:25,Female,25-29,Malay,Doctor,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,RM 200 - RM 300,Neutral,Yes,No,Yes,Yes,Very Excited,Sabah
8/30/2022 3:44,Female,25-29,Malay,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Brand,Yes,Never,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Putrajaya
7/10/2022 15:21,Male,30-35,Malay,Architect,Yes,Yes,Combination Skin,Antioxidant,Relatives,No,Yes,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Sabah
8/11/2022 10:31,Female,25-29,Malay,Engineer,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Kedah
10/8/2022 0:31,Female,14-19,Malay,Manager,Yes,Yes,Combination Skin,Natural,Relatives,No,Yes,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Johor
8/11/2022 18:40,Female,25-29,Malay,Teacher,Yes,Yes,Combination Skin,Antioxidant,Dermatologist,No,Yes,Willing,Mall,RM 100 - RM 149,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Perlis
9/11/2022 14:06,Female,20-24,Malay,Own,Yes,Yes,Combination Skin,Natural,Product,No,Never,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
6/26/2022 7:52,Female,30-35,Malay,Doctor,No,Yes,Combination Skin,Natural,Relatives,Yes,Often,Willing,Online,RM 200 - RM 300,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Pahang
7/3/2022 19:26,Female,25-29,Malay,Doctor,Yes,Yes,Combination Skin,Hypoallergenic,Relatives,No,Very often,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,No,Slightly Excited,Kedah
7/21/2022 23:55,Male,20-24,Malay,Manager,Yes,Yes,Combination Skin,Hypoallergenic,Brand,Yes,Very often,Willing,Online,> RM 300,Agree,Yes,Yes,No,Yes,Moderately Excited,Perak
10/25/2022 4:15,Male,14-19,Malay,Student,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Observation,Yes,Often,Willing,Online,> RM 300,Strongly Disagree,Yes,No,Yes,Yes,Slightly Excited,Perak
6/21/2022 18:25,Female,30-35,Malay,Teacher,Yes,Yes,Oily Skin,Hypoallergenic,Brand,Yes,Sometimes,Not Willing,Pharmacy,> RM 300,Strongly Disagree,Yes,No,Yes,No,Very Excited,Johor
5/8/2022 15:19,Male,>35,Malay,Manager,Yes,Yes,Brown Spots,Alcohol-free,Brand,Yes,Very often,Not Willing,Mall,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,No,Moderately Excited,Perak
11/2/2022 5:59,Female,20-24,Malay,Student,Yes,Yes,Combination Skin,Low pH,Relatives,Yes,Very often,Willing,Online,RM 200 - RM 300,Agree,No,Yes,Yes,Yes,Not At All Excited,Sabah
10/30/2022 2:34,Female,20-24,Malay,Manager,Yes,Yes,Combination Skin,Low pH,Brand,No,Rarely,Willing,Mall,RM 100 - RM 149,Agree,No,No,Yes,Yes,Very Excited,Negeri Sembilan
7/15/2022 7:16,Female,25-29,Malay,Manager,No,Yes,Sensitive Skin,Natural,Observation,Yes,Never,Not Willing,Online,RM 100 - RM 149,Agree,No,No,Yes,Yes,Slightly Excited,Perak
6/10/2022 4:11,Female,25-29,Malay,Teacher,Yes,Yes,Combination Skin,Natural,Brand,No,Often,Willing,Online,RM 200 - RM 300,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Sarawak
5/30/2022 2:53,Female,25-29,Malay,Manager,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Mall,> RM 300,Disagree,Yes,Yes,No,Yes,Extremely Excited,Negeri Sembilan
8/22/2022 16:40,Female,20-24,Malay,Architect,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Kedah
7/20/2022 15:30,Female,25-29,Malay,Architect,Yes,Yes,Combination Skin,Antioxidant,Relatives,No,Often,Willing,Pharmacy,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Pulau Pinang
9/6/2022 19:08,Female,25-29,Malay,Student,Yes,Yes,Combination Skin,Oil-free,Dermatologist,Yes,Rarely,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Slightly Excited,Terengganu
11/20/2022 16:21,Female,30-35,Malay,Manager,Yes,Yes,Combination Skin,Hypoallergenic,Relatives,No,Rarely,Willing,Online,> RM 300,Disagree,Yes,Yes,No,No,Very Excited,Sarawak
9/7/2022 16:49,Male,20-24,Malay,Engineer,Yes,Yes,Uneven Skin Tone,Oil-free,Relatives,No,Yes,Willing,Online,> RM 300,Disagree,No,Yes,No,Yes,Moderately Excited,Johor
11/1/2022 23:56,Female,20-24,Malay,Manager,Yes,Yes,Combination Skin,Natural,Brand,Yes,Yes,Willing,Online,> RM 300,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Selangor
9/8/2022 3:10,Female,20-24,Malay,Manager,Yes,Yes,Oily Skin,Antioxidant,Relatives,Yes,Very often,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,No,Yes,No,Very Excited,Sarawak
4/27/2022 6:01,Female,20-24,Malay,Designer,Yes,Yes,Combination Skin,Oil-free,Pricing,Yes,Often,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
3/31/2022 2:33,Female,20-24,Malay,Student,Yes,Yes,Oily Skin,Hypoallergenic,Relatives,Yes,Often,Willing,Mall,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Very Excited,Pulau Pinang
5/21/2022 4:41,Female,30-35,Malay,Teacher,Yes,Yes,Brown Spots,Hypoallergenic,Relatives,No,Very often,Willing,Mall,< RM 20,Disagree,Yes,No,No,Yes,Slightly Excited,Sarawak
4/17/2022 6:48,Female,>35,Malay,Manager,No,Yes,Combination Skin,Hypoallergenic,Relatives,No,Sometimes,Not Willing,Online,RM 200 - RM 300,Disagree,No,Yes,Yes,Yes,Moderately Excited,Pulau Pinang
5/29/2022 2:01,Female,14-19,Malay,Designer,Yes,Yes,Combination Skin,Natural,Dermatologist,No,Yes,Willing,Online,RM 20 - RM 49,Disagree,No,Yes,No,Yes,Moderately Excited,Perlis
7/13/2022 11:39,Female,20-24,Malay,Designer,Yes,Yes,Dry,Alcohol-free,Salesperson,No,Rarely,Willing,Mall,> RM 300,Disagree,Yes,No,Yes,Yes,Slightly Excited,Sabah
11/13/2022 2:39,Female,25-29,Malay,Own,Yes,No,Oily Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Specialized Beauty Shops,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Slightly Excited,Negeri Sembilan
10/30/2022 0:14,Female,25-29,Malay,Manager,No,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Never,Not Willing,Online,RM 200 - RM 300,Neutral,No,Yes,Yes,Yes,Moderately Excited,Pahang
10/4/2022 3:57,Female,30-35,Malay,Architect,Yes,Yes,Oily Skin,Alcohol-free,Relatives,Yes,Often,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,Negeri Sembilan
4/23/2022 16:37,Female,30-35,Malay,Student,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Willing,Pharmacy,RM 200 - RM 300,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Negeri Sembilan
10/29/2022 14:11,Female,20-24,Malay,Manager,Yes,Yes,Brown Spots,Natural,Relatives,No,Sometimes,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,No,Yes,Yes,Moderately Excited,Sabah
8/4/2022 1:54,Female,25-29,Malay,Teacher,Yes,Yes,Combination Skin,Alcohol-free,Salesperson,Yes,Yes,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Selangor
8/20/2022 4:30,Female,30-35,Malay,Own,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Very often,Willing,Specialized Beauty Shops,RM 100 - RM 149,Disagree,Yes,No,Yes,Yes,Very Excited,Negeri Sembilan
10/28/2022 3:42,Female,30-35,Malay,Architect,Yes,No,Combination Skin,Oil-free,Product ,Yes,Often,Willing,Online,< RM 20,Neutral,Yes,No,Yes,Yes,Extremely Excited,Johor
8/7/2022 9:40,Female,25-29,Malay,Designer,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Very often,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Selangor
6/29/2022 19:58,Male,30-35,Sabahan,Consultant,Yes,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Yes,Willing,Online,RM 20 - RM 49,Strongly Agree,Yes,Yes,No,Yes,Very Excited,Perak
6/27/2022 7:49,Female,>35,Chinese,Engineer,Yes,Yes,Brown Spots,Hypoallergenic,Brand,Yes,Never,Willing,Online,RM 20 - RM 49,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Negeri Sembilan
11/1/2022 7:41,Female,25-29,Chinese,Manager,No,Yes,Combination Skin,Oil-free,Relatives,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Agree,Yes,Yes,Yes,Yes,Very Excited,Sabah
10/4/2022 12:13,Female,30-35,Indian,Student,Yes,Yes,Brown Spots,Hypoallergenic,Brand,Yes,Rarely,Not Willing,Pharmacy,RM 20 - RM 49,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
7/9/2022 11:20,Female,14-19,Chinese,Doctor,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Yes,Willing,Online,RM 150 - RM 199,Agree,No,Yes,No,Yes,Very Excited,Johor
10/19/2022 10:00,Female,25-29,Indian,Student,Yes,Yes,Combination Skin,Alcohol-free,Relatives,No,Yes,Willing,Pharmacy,RM 150 - RM 199,Disagree,Yes,Yes,No,Yes,Moderately Excited,W.P. Putrajaya
10/11/2022 9:01,Male,30-35,Indian,Student,Yes,Yes,Uneven Skin Tone,Antioxidant,Relatives,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
4/25/2022 2:12,Female,30-35,Chinese,Teacher,Yes,Yes,Oily Skin,Low pH,Pricing,Yes,Never,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Very Excited,Johor
8/13/2022 8:17,Female,14-19,Indian,Manager,Yes,Yes,Oily Skin,Noncomedogenic,Brand,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,No,No,Moderately Excited,Sarawak
5/3/2022 17:04,Female,20-24,Indian,Manager,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Very often,Willing,Online,RM 50 - RM 99,Neutral,No,No,Yes,Yes,Very Excited,Melaka
3/27/2022 6:11,Female,20-24,Chinese,Architect,No,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Mall,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Negeri Sembilan
7/16/2022 8:01,Male,>35,Chinese,Teacher,Yes,Yes,Oily Skin,Natural,Pricing,Yes,Sometimes,Willing,Mall,RM 100 - RM 149,Strongly Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Melaka
8/3/2022 7:00,Female,20-24,Chinese,Student,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Never,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,No,Moderately Excited,W.P. Kuala Lumpur
9/12/2022 18:06,Female,25-29,Chinese,Student,Yes,Yes,Combination Skin,Low pH,Salesperson,No,Sometimes,Willing,Mall,> RM 300,Strongly Disagree,Yes,Yes,Yes,No,Extremely Excited,W.P. Putrajaya
11/20/2022 6:18,Female,30-35,Chinese,Doctor,No,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Mall,RM 100 - RM 149,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Melaka
8/2/2022 22:10,Male,20-24,Malay,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,No,Yes,Willing,Online,RM 20 - RM 49,Strongly Agree,No,Yes,Yes,Yes,Moderately Excited,Melaka
9/3/2022 14:30,Male,>35,Malay,Student,Yes,Yes,Combination Skin,Alcohol-free,Brand,No,Yes,Willing,Online,RM 20 - RM 49,Neutral,No,Yes,Yes,Yes,Very Excited,Pahang
8/26/2022 20:52,Female,>35,Malay,Architect,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Rarely,Willing,Online,RM 20 - RM 49,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
4/20/2022 12:28,Female,30-35,Malay,Designer,No,Yes,Uneven Skin Tone,Antioxidant,Relatives,No,Rarely,Willing,Online,> RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Perlis
5/1/2022 5:50,Female,30-35,Malay,Student,Yes,No,Brown Spots,Noncomedogenic,Relatives,Yes,Never,Not Willing,Pharmacy,RM 200 - RM 300,Disagree,Yes,Yes,No,Yes,Moderately Excited,Kedah
9/6/2022 19:54,Female,25-29,Malay,Student,Yes,No,Brown Spots,Alcohol-free,Pricing,Yes,Very often,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Slightly Excited,Selangor
9/11/2022 2:15,Female,>35,Bajau,Own,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,Pahang
6/24/2022 4:17,Female,20-24,Bajau,Consultant,Yes,Yes,Combination Skin,Natural,Brand,Yes,Rarely,Willing,Mall,> RM 300,Disagree,Yes,Yes,No,Yes,Extremely Excited,W.P. Labuan
5/6/2022 22:34,Female,25-29,Bajau,Architect,Yes,No,Dry,Noncomedogenic,Observation,Yes,Sometimes,Willing,Online,> RM 300,Neutral,No,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
4/22/2022 21:57,Female,20-24,Bajau,Student,Yes,Yes,Oily Skin,Alcohol-free,Relatives,No,Rarely,Not Willing,Mall,RM 150 - RM 199,Strongly Disagree,No,No,Yes,Yes,Extremely Excited,Terengganu
5/31/2022 20:22,Male,30-35,Bajau,Teacher,No,Yes,Uneven Skin Tone,Low pH,Brand,Yes,Often,Willing,Online,RM 50 - RM 99,Agree,Yes,No,Yes,Yes,Extremely Excited,W.P. Kuala Lumpur
5/22/2022 4:15,Female,30-35,Bajau,Manager,Yes,Yes,Combination Skin,Hypoallergenic,Brand,Yes,Yes,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Kelantan
5/14/2022 15:03,Female,20-24,Bajau,Architect,Yes,Yes,Combination Skin,Antioxidant,Relatives,No,Sometimes,Not Willing,Online,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,W.P. Putrajaya
4/24/2022 10:51,Female,30-35,Bajau,Student,Yes,No,Brown Spots,Alcohol-free,Brand,No,Often,Not Willing,Mall,< RM 20,Agree,Yes,Yes,No,Yes,Moderately Excited,Negeri Sembilan
10/19/2022 4:04,Female,20-24,Bajau,Designer,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Agree,Yes,No,Yes,Yes,Slightly Excited,Negeri Sembilan
5/21/2022 20:31,Female,30-35,Bajau,Student,Yes,No,Uneven Skin Tone,Hypoallergenic,Brand,Yes,Rarely,Willing,Mall,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Sarawak
8/26/2022 0:31,Female,25-29,Bajau,Manager,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Strongly Agree,No,Yes,Yes,Yes,Extremely Excited,W.P. Labuan
11/29/2022 22:08,Female,14-19,Bajau,Designer,No,Yes,Combination Skin,Natural,Relatives,No,Sometimes,Not Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,Yes,Yes,Yes,Not At All Excited,W.P. Kuala Lumpur
4/2/2022 17:31,Female,25-29,Bajau,Architect,Yes,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Rarely,Willing,Online,RM 50 - RM 99,Neutral,Yes,Yes,Yes,No,Extremely Excited,W.P. Kuala Lumpur
6/20/2022 17:06,Female,14-19,Indian,Student,Yes,Yes,Dry,Antioxidant,Dermatologist,No,Never,Willing,Online,RM 200 - RM 300,Disagree,Yes,Yes,Yes,Yes,Slightly Excited,Perak
8/11/2022 11:38,Female,30-35,Sabahan,Own,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Yes,Willing,Online,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Perak
9/24/2022 15:31,Female,20-24,Chinese,Student,Yes,Yes,Combination Skin,Natural,Brand,Yes,Often,Not Willing,Mall,RM 20 - RM 49,Agree,Yes,Yes,Yes,Yes,Very Excited,Pahang
10/8/2022 23:43,Female,25-29,Indian,Consultant,Yes,Yes,Combination Skin,Low pH,Salesperson,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Neutral,Yes,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
9/12/2022 12:45,Female,30-35,Chinese,Doctor,Yes,No,Oily Skin,Antioxidant,Relatives,Yes,Very often,Willing,Online,> RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,Johor
9/2/2022 21:52,Male,20-24,Sabahan,Teacher,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Never,Willing,Online,RM 200 - RM 300,Disagree,Yes,Yes,No,Yes,Slightly Excited,Kedah
8/1/2022 9:30,Male,20-24,Indian,Student,Yes,Yes,Combination Skin,Noncomedogenic,Brand,No,Sometimes,Willing,Mall,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,Melaka
11/6/2022 1:25,Female,30-35,Chinese,Own,Yes,Yes,Brown Spots,Oil-free,Relatives,Yes,Often,Willing,Mall,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Very Excited,Selangor
11/25/2022 2:08,Female,30-35,Chinese,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Mall,RM 50 - RM 99,Strongly Disagree,No,No,Yes,Yes,Extremely Excited,W.P. Labuan
7/14/2022 8:50,Female,30-35,Indian,Student,No,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Never,Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Very Excited,Sabah
9/6/2022 14:08,Female,25-29,Indian,Own,Yes,No,Combination Skin,Oil-free,Product ,Yes,Often,Not Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,No,Yes,Very Excited,Negeri Sembilan
10/4/2022 11:45,Female,20-24,Sabahan,Engineer,Yes,Yes,Combination Skin,Hypoallergenic,Brand,No,Sometimes,Not Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,No,Yes,Extremely Excited,Negeri Sembilan
7/3/2022 14:39,Female,30-35,Chinese,Manager,Yes,Yes,Uneven Skin Tone,Antioxidant,Dermatologist,No,Rarely,Willing,Online,RM 150 - RM 199,Strongly Disagree,No,No,Yes,Yes,Slightly Excited,Selangor
7/11/2022 1:36,Female,>35,Sabahan,Student,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Never,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,W.P. Kuala Lumpur
11/16/2022 16:27,Female,20-24,Sabahan,Student,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Yes,Willing,Online,< RM 20,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Kelantan
6/5/2022 16:37,Female,30-35,Chinese,Teacher,Yes,Yes,Sensitive Skin,Noncomedogenic,Brand,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Agree,No,Yes,Yes,Yes,Extremely Excited,Pahang
8/13/2022 14:43,Female,>35,Chinese,Own,Yes,Yes,Oily Skin,Natural,Relatives,No,Often,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
9/6/2022 14:55,Female,>35,Chinese,Student,Yes,Yes,Brown Spots,Antioxidant,Relatives,Yes,Often,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,No,No,No,Moderately Excited,Johor
5/15/2022 5:56,Female,30-35,Chinese,Manager,Yes,Yes,Brown Spots,Hypoallergenic,Brand,Yes,Never,Willing,Online,RM 150 - RM 199,Disagree,Yes,No,Yes,Yes,Extremely Excited,W.P. Putrajaya
11/24/2022 22:41,Female,30-35,Chinese,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Observation,Yes,Rarely,Willing,Online,RM 200 - RM 300,Agree,Yes,No,No,Yes,Very Excited,W.P. Kuala Lumpur
5/26/2022 15:28,Female,30-35,Chinese,Designer,Yes,Yes,Pigmentation,Natural,Relatives,No,Sometimes,Willing,Pharmacy,RM 200 - RM 300,Strongly Agree,Yes,Yes,No,Yes,Extremely Excited,Johor
9/30/2022 9:55,Female,25-29,Chinese,Teacher,Yes,Yes,Combination Skin,Low pH,Brand,Yes,Often,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Putrajaya
7/28/2022 0:46,Female,30-35,Chinese,Student,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Often,Willing,Pharmacy,RM 100 - RM 149,Agree,Yes,Yes,Yes,No,Very Excited,W.P. Kuala Lumpur
10/25/2022 8:45,Female,25-29,Chinese,Engineer,Yes,Yes,Brown Spots,Alcohol-free,Brand,No,Yes,Not Willing,Mall,RM 20 - RM 49,Strongly Disagree,Yes,Yes,No,Yes,Extremely Excited,Sabah
4/30/2022 5:55,Female,>35,Chinese,Student,Yes,Yes,Combination Skin,Oil-free,Product,Yes,Never,Willing,Mall,RM 20 - RM 49,Neutral,Yes,Yes,Yes,Yes,Very Excited,Melaka
10/22/2022 20:38,Female,25-29,Chinese,Teacher,No,Yes,Combination Skin,Antioxidant,Dermatologist,Yes,Often,Willing,Mall,RM 200 - RM 300,Strongly Disagree,Yes,No,Yes,Yes,Extremely Excited,W.P. Putrajaya
11/3/2022 2:44,Female,20-24,Chinese,Architect,Yes,Yes,Dry,Alcohol-free,Brand,Yes,Yes,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,Yes,Slightly Excited,W.P. Putrajaya
11/11/2022 20:45,Female,25-29,Chinese,Teacher,Yes,Yes,Pigmentation,Oil-free,Relatives,Yes,Very often,Willing,Online,RM 50 - RM 99,Agree,Yes,No,Yes,Yes,Very Excited,Sabah
4/11/2022 13:10,Female,14-19,Chinese,Manager,Yes,Yes,Combination Skin,Natural,Brand,Yes,Very often,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Very Excited,Johor
